what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338082938656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083088203
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1338083088250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083093000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083100734
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083106468
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083106734
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083106843
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083106843
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338083108375
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083108375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083112968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083133718
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1338083138578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1338083145281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083145562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083145890
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1338083148312
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1338083148531
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083151734
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083151812
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1338083152046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083193875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083232734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083232765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083242593
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1338083244625
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1338083244640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083266109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083304515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083315031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083509234
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338083511718
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083521203
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338083521296
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083521296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083530843
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1338083575828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083576406
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083576562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083576625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083579375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083594078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083605546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083614375
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083614468
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083614515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083615828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083624406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1338083625015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338083625453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338083626906
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083628531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083629046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083635859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1338083637078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338083637421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338083638578
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1338083643375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083652890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083653687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083657109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083661312
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338083662953
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1338083668953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083673984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083681453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083682296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083683125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083683140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083685937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083687906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083690921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083691734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083711203
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1338083711875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083725781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083739125
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338083739140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083750671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083756734
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1338083774562
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1338083774578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083775281
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1338083776265
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1338083776296
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1338083777000
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338083778187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338083798875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083799875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083823281
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1338083823343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083823562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338083833953
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338083858406
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338083872375
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338083983171
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084007109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084007281
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338084042515
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084042515
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338084045203
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084049000
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084049078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084049140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084051703
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338084053203
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084053312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084053343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084055078
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338084058328
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084062406
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084062843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084063234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084065421
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338084072625
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084077875
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084077953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084078171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084079359
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338084080531
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084080671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084080937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084083046
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084085703
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084085765
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084087640
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084087671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338084089218
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1338084089218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338084102953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085106890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085110328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085154796
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338085154828
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338085165984
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338085168312
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338085169421
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1338085171468
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1338085175296
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1338085176796
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1338085183437
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1338085184203
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338085223890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085225765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085225781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085225843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085228406
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338085243687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085248078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085259515
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338085259546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085277218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085382984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085383312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085383312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085383375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085405109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338085405125
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338085413781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085432687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085432718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085432796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085446765
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338085449140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085462406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085714078
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338085715203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085720390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085725671
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338085725703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085730421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085731734
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338085732453
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1338085734109
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1338085734218
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1338085734218
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1338085734281
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1338085734328
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1338085734375
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1338085734375
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1338085734375
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1338085734468
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1338085797250
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1338085797250
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1338085797265
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1338085797359
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1338085797390
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1338085797390
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1338085797437
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1338085797484
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1338085797515
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1338085797531
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1338085797562
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1338085797562
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1338085797562
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1338085797671
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1338085797671
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1338085797781
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1338085797906
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1338085797906
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1338085797921
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1338085798140
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1338085798187
