what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1337305319376
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1337305320329
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1337305320532
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1337305322344
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1337305322641
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1337305322875
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1337305325672
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1337305327562
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1337305328312
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1337305328500
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337305353153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305353341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305355653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305361590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305367933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305370276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305375198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305379150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305379166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305379228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337305499183
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337305503964
