what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1337541305002
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1337541305002
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1337541305002
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1337541305002
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1337541305002
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1337541305002
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1337541305002
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1337541305002
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1337541305002
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1337541305002
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1337541305002
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1337541305002
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1337541305002
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1337541305002
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1337541305002
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1337541305002
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1337541305002
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1337541305017
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1337541305017
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1337541305017
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1337541305017
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1337541305017
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1337541305017
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1337541305017
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1337541305017
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1337541305017
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1337541305017
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1337541305017
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1337541305017
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1337541305017
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1337541305017
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1337541305017
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1337541305048
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1337541305048
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1337541305048
os,sysinfo,,,"win32",1337541305048
arch,sysinfo,,,"x86",1337541305048
ws,sysinfo,,,"win32",1337541305048
locale,sysinfo,,,"en_US",1337541305048
processors,sysinfo,,,"4",1337541305048
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1337541305048
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1337541305048
java.specification.name,sysinfo,,,"Java Platform API Specification",1337541305048
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1337541305048
java.specification.version,sysinfo,,,"1.6",1337541305048
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1337541305048
java.version,sysinfo,,,"1.6.0_31",1337541305048
java.vm.info,sysinfo,,,"mixed mode",1337541305048
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1337541305048
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1337541305048
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1337541305048
java.vm.specification.version,sysinfo,,,"1.0",1337541305048
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1337541305048
java.vm.version,sysinfo,,,"20.6-b01",1337541305048
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1337541305142
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1337541305377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337543235333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337543864803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337544341128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337544341144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337544341222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337544342784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337544344206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337549686427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550152043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550152059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550152137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550229839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550232589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550232917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550233589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550233589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550233682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550236807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550238495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337550239151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337569102214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337569107136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337569108839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1337569108871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337569111917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337570034931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1337570034993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337570040884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337605892781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337605893203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337605894718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337605898281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337605898328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337605898343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337605901390
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337605901609
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1337605903218
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1337605903562
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1337605903625
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1337605903671
activated,perspective,org.eclipse.debug.ui,,"org.eclipse.debug.ui.DebugPerspective",1337649138691
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1337649138691
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1337649138707
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1337649138707
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1337649138707
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1337649138707
